sentimen	Tweet
-1	deh pms tok jak nebiak nak aco emosi koh eh siku deh burok lebam entam planking jakjak carik
0	yaallah buahagia lue
-1	hai akueseorang kau terbang kejam kau hempas kata
0	jujur busuq fresshcare
1	gigih nau
-1	dengan bahagia hidup penuh warna tinggal isa derita katasayang
0	mimpi amir cena
1	thanks wey kau berani tegur deh suke
0	ab erina followan yuk acc nehh ku tulis follback woy rt entar follow entar lup
0	dasar asas love alva gelar acara harga rutin anak buah
0	edi world war ii
-1	wanita malang dunia wanita salah pilih suami isteri cermin suami cantik suami cant
-1	kalo ubah ketemu ubah sifat asli
1	tempat mana jalan atas kaki tempat mana bi
0	siang avail ya sayang isi slot yuk minat cuss dm wa ya sayang availjaksel realangels openbookingjakse
0	medapatkan uang modal ratus juta ha
0	ingin nak makeup other girls cantik cantik weh pandang kening nak sih
1	suka perempuan susah nak tulah susah nak
-1	koreaelatan jerman damping kau nol mapan eh pilih pelamin
-1	commitmentetakat hulu hilir together put effort nak kahwin tinggal je bazir
1	suka jinkook
0	tengok badan deh rupe orang makan tahun deh
-1	sorry bro perempuan kelam kelibut takut awak plug ir
0	renang tau margaret thatcher hem
0	ho o meh gojek wae
-1	sok pergi klinik muntah tengok carta organisasi buat nak gelak wei
-1	hati kecewa sedih sorang je orang
0	sayang pisann
0	walaikumsalam cuba teknik ingat camane pon kalah perempua
0	antra bebanyak pondan malaysia viviana ya cakap content ive never thought ya komuniti ki
0	yuk minions ngatasi
1	kau sabar kak
1	sumpah cheese selesai kat malaysia nak kedai makan laris jual makan cheese nak b
-1	owalah wo prabowo dukung ulama fpi dkk pks partai amien rais pakai analogi godfather o
1	putar putar tau bahagia
0	assalam lelaki jalan jauhelekoh belok rujuk maps even pergiekali je
-1	ya ngawasin
1	sepecial
0	silap fikir
1	nak pesan benda harga orang kat dunia especially ur mom dad grandma siblin
1	xpernah tengok mak bahagia bahagia dye hidup pakcik mak dulunya sedih susah deh mule adek sinar bah
0	niat pon duk foward ayat group je
-1	bilang negatif ya jaga kapok salah nilai negatif keti
0	convo petrus cewek cewek mundur
0	halo teman kotaklicious ya kasih dukung tarik serta favorit amp sempat
-1	okay langsung nak video call gatal okay kawan lel
-1	gf babi babi babi babi bf gf deh hensem babi pergi mampos jela hadap kau
0	me bayar homeschooling her ya banyarnya ya ta
0	lahir bayi laki abdurrahman bin abi bakar lindung allah rasulullah
0	korang know perempuan zaman suka laki try hard kerja nak badan je nak
-1	haa ya tau jual bra mas mas gara kalo chat seller shopee mangg
-1	kalo
1	gua nyanyi raisa lagu mantan indah ya allah haru
-1	orang penat when sedih
0	foto pakai orang follow akun raden
0	habis husnuzo
-1	harap pegang kelas
0	sis laki sakai
1	minat ya pengin tonton magic kaito berapa
0	pas ajar privat adek kakak murid adek weekend spore miss sih
-1	kau bangga kot kena cat called ngan mat salleh ktorg lupa
-1	join syiling biar mampos jahanam ekor
0	memetwit mesin tenun hujan ngelih
0	jadi ragut samun office pagi around agut zr warna biru try kejar agut bawa
0	hare retweet repost informasi kuis akun sosial media tag mention orang teman
-1	ngiwo koe nengen lungo ojo kangen
0	wkwkkw paling pantene bu
0	alas duli dunia tinggal sinka sajaemu
1	salam suami exo korea paak
1	sungguh kuasa tanda dewasa seseorangelamat b
0	peduli panggil musuh bawa mu submisi yamato hotsuin quotes
1	teman doa ya biar lancar ngerjain skripsi
0	foto baru
-1	hati kecewa sedih sorang je orang
0	bayar advance
0	oalah pantesan pakai wifi ngandelin kuota kalo vc kadang suka putus ganggu sinyal heuheu
-1	cemburu marah mu bosan kebenarannyaabar sikap kadang melelahka
1	hormat hormat
-1	salah
0	grammy museum behind thecene with bts album beli taensduga album eminem jin bts
0	nasi laki pastu nk solat jumaat pon kali makan
1	ambik pls hahahahaha
-1	penat korang tampak main dalam asa nak suka hati judge orang
1	bilang akun bisyar receh iya enggak apa kalo asa highclass sih beda ya senyum
0	lihat sih suka stalk twitter lihat teman teman kepo cek
0	mutualan yuk ikonic btw rt ya fllbck hehe ab
0	oot btw tau temenku gaji puluh juta kalo isipt tahun langs
-1	letih jgok nk delete bendo tulo dio automatic post diri
0	korang apps namaocar sewa keretaekarang promotion tempah kak
1	ya tuhan jadi negeri mekah negeri aman jauh serta anak cucu menyem
0	teh ais rm nasi campur rm emalam nasi campur lauk harga rm rm yukur jimat rm
0	kirim kolom komentar format quizidaman tebakkeunggulanblenderturbo lengkap
0	ptg bantai tidor
1	siang happy friday sholat jumat nya lupa ya habis giat latih bareng team sih
1	sayang martinricaardo donimodaliolehyakub
-1	asib orang johor and stay perak study lis thats why im not single
-1	gemas banget ya allah wkwkwk order tanggal kirim ownernya telepon sih barang kosong ra
0	first giveaway nature republic aloe vera orang menang pulsa kak orang menang amp like twee
1	uhan tidur malam mohon engkau siap rezeki surprise bagus untuk esok aamii
-1	bahagia bahagia celah
0	kuat hantu kat rumah
-1	i mesti jenis layan deh layan lelaki lepas layan lelaki lepas play victim r
0	crazyrichsurabayan girl girl hahh kon potong rambut mek cek murahee nang ndi ikuu potong r
1	adek tingkat kocak rek kekek
0	kali dapeturprise orang palingpecial
1	jokowilagi
0	buka paper math rase nk tidur je tktau saka lekat kat
-1	kak kalo suka bilang empet empet kalo larang larang tau alesannya
0	malam tidur lena
0	adik darjah tetiba masuk bilik pastu pantun bread is rotihadow is bayangebelum akak mati better
-1	salah je mata orang takde baik orang harga terima kasih
0	futzal
0	siapa kenal niebab kenal nak jumpa bawa ronda ronda tengok kawasan puncak al
0	acara kemarin baca pakr text maju podium lihat
-1	percaya orang orang tanya percayaemua orang bebas dapat
0	minggu lepas tengok cerita biar acappan lakon orang estetalam takziah keluarga acappanel
-1	perempuan tau leher aurat kisah kau pakai turban serban lantak kau parents kau t
0	peluk unni
-1	cinta nkri cinta presiden nkri sah
0	anti deh break roger tau
0	a minggu kau me a untung ah rumah dekatt ah kauu a minggu me a eh
1	if sih keli femes apantah kahkahkah
0	rt lukis gambar korang
1	nk bantu slagi
1	dari dari fakta kayak materi
0	kejap tunggak kos guam zaman tun kejap nak beli hartanah rakyat bodoh
-1	jantan alfa amp induk bunuh leher bayi ikat jadi hewan pelihara beli amp pelihara anak
0	butuh istri sandang pangan papan doang kalo cinta istri ya penuh butuh sekund
1	siang bos ku lupa makan siang pentingin sehat yaemangat perfom nya ya
-1	lahir jogja jogja juluk kota hati nyaman langsung pakai hati kalo nyaman dikit
-1	tanya faedah ajar tiup recorder sekolah rendah
0	hi diam orgnya bising komfem bosan haha
1	anak jiran umur bagitau bf gay kak deh taknak pegang tetek laangsung hahahahahaahahaha
0	oke nder opini terima ngehargai minat streaming tolong daripa
0	cg intai kertas exam kau
-1	iya kak maaf salah
0	ramai cakap tumblr porn buka apps takda jumpa benda lucah jumpa gambar cantik quotes
-1	confuse jual malaysia asik kaya je nak jual nak show off kaya then
0	topiatu
1	nak cakap deh minat drama korea hahahha sial hahahaha
-1	sungguh nak jaga je henti pura jaga paksa kau kau perl
-1	kebas asa marah sedih kecewa dirasain mampu olah
0	misi letak jawat menteri mp this is exactly the problem youre supposed serve all mala
-1	space memori lelaki kosong nak benda bodo pakai lepas salah lepas mak
1	sungguh tinggal sabar patuh nasihat baik laku untuk
1	mah
1	bwahahah sih beli ya beli album beli phy ku qaqa
1	luvluv teman kordes
0	rlt lahkrg ya allah ygelalu akuebut doa teman asik tonton oppa a
1	cuba nak amal sikap pergi mampus sayang gagal jenis mudah kesi mudah maaf
0	guru tamu did elite diby barat nunjukin foto jl uripumoharjo me
-1	faham lelaki suka perempuan pakai makeup
0	rindu nak bagitahu whatsapp fungsi tau jarang bluetick kat orang lai
0	dara pergi kenduri kahwin lepas ramai orang lepas risau duduk htt
-1	faham jenis orang malaysia ret nak sangkut hose geli bodoh nak pegang
-1	perempuan sampah perempuan eh
0	bajuin cocok
-1	bodo hibur bodo member ceni
0	wohh mlayu wakakkakakkaka untung raseneng dangdut
0	anak imut
0	astaga hai stiky l bayi
1	acara keren enterpreneurchool diadain wajib datengin deh intelektual muda
0	deh sem dar pros ajar property management tampak hala tuju
0	baca replies je jumpa tuan badan urm
0	diam emasopo erti neng dadi sugeh
1	andai serah kau indah
-1	tolong tidur self reflect perangai babi sampah ye harini
0	kenal lantai
-1	diam je kena label sombongebenarnya sombong just malu and at the same time jaga adab
-1	dengar orang menang suara sakit dalam now i feel that
-1	pengin omong penggal kalimat jun ff ayo tengkar gasuka lihat rukun
1	sedih brader
0	biar pas anak adu bapak kasih nama budi sih teman tem
0	pasai jam buku skema terox
-1	takyah ciri bagus biar gelap kerja makan deh sayang
1	pintar adab kalo pintar iblis pintar iblis
-1	tak nak curi feedback orang nak attract cust bisnes jatuh bangun mental kena kuat
0	chta bar save entar picntaoalnya privasi
0	butuh yutup versi
0	malaysia deh mahu ambil merugika
0	xtrok mcmnii
0	lately terfikir tetiba mati macamana fb ig twitter macamana password
-1	halang
-1	malam hundred percent takde moodampai shuben peluk then sayang marah marah abang a
0	deh donat malam doh sikit goreng nk pakai je beger
-1	amik lesen driveupportla anak sikitt hem
0	mimpi pagi real siot rase debar bangun pon drive kete pastu langgar motor
1	percaya baca tweet akak tulis
0	jumpa ekor sumpah cucuh bara surya pale kote dorang
-1	tydack percaya
-1	orang tengok kerja automatik bodoh
-1	ku introvert uang malas
0	kak stiky
0	gaku hush pergi
1	tawa cipta ikut cipta bangga
1	anak jiran umur bagitau bf gay kak deh taknak pegang tetek laangsung hahahahahaahahaha
1	tau ya tuhan ngejudge
0	coba latih omong biar omong kontrol bilang bodoh kak
-1	ingat gagal tadbir negara elok je salah bn nak tanding penting parti pon salah bn
0	rt lukis gambar korang
0	btw kalo loreal basenya pakai primer baby skin oke sih enggak usah pakai primer lihat utub gpa
0	inisial orang kangenin
1	suka video jokowi pakai bahasa jawa
1	al quran is the answer for everything that happens this world alam semesta gimanaetiap masala
-1	uduh selingkuh habis putus kayak aziz gagap lucu garing
1	hehe
-1	sorry bro perempuan kelam kelibut takut awak plug ir
-1	oleng nder
0	es abang
1	ya allah lindung mu siksa kubur siksa neraka jahannam fitnah hidup mati f
0	mu hai tolong saran concealer tutup dark circle harga pas kantong mahasiswa misqueen terima kasih
0	karpet syaf bantu gelar karpet syaf tenda tenda panas b
-1	sayang maaf egois pengin balik yuk putus
1	mana dulunya asih kabar orang tua ucap uang anak habis
-1	sungguh nak jaga je henti pura jaga paksa kau kau perl
0	amin ustazah pening kepala me takpelah awak tulis je awak laratampai suruh hantar buku tara
0	i sih blood my hand halusinasi mimisan tjoy
-1	hati ngedumel kesel lihat calon tentara erti budaya antri pengin bilang mas nya
0	hi followback ya group
0	ngada mah kokoh jason
-1	nasib malang
0	sng takdelah ego langit mampos nak
1	suami deh macamherlock nak kena pikir jawapan power haha
0	yeoja coli
0	interview copywriter lebih kamuaya kreatif hmmaya pandai rangkai hmmaya
0	rumah kos pacar
-1	argh sembang penat deh ajak busy koyak
0	untung lena lambat
-1	kadang nak sakit je lantar hospitalebab nak tengok peduli tengok family
0	wb kalo open sharing photocard kihno pcs member postcard dvd member minat
1	tuhan bijak khawatir depan lumpuh ku
0	idm haloo cari anak jakut ajak kondangan teman besok oktober cewek
-1	gipewei sedih nih seokjin rt fllw rep pict seokjin tag kalo doain enggak apa enggak apa
0	pltl bantuin kirim menfess
0	sih gila sih kalo cari jual tiket idealcutinjakarta underprice wtb deh green reply coba
0	pas lahir ayah
0	exfo ya pakai produk wajah wkwk
0	askmf maba kating kampus asli jepang himpun kak
0	hahaha fikir benda
0	askmf maaf sender madu madu madu maju tj hehe
1	power masak masak harap deh kawin masak suami
-1	mu maaf disgusting bruntusan banget wajah bopeng noda hitam bagus pakai a
1	tarik kata jalan ninjaku
0	ok nk jaga arnab very simple gais sangkar kerap bang main kat sebabny
1	lupa marah ingat baik
0	weh ye phone relevant restart weh haha lepas main phone meja jelah
-1	marahin koo kompor
0	selalu orang muka budak first time dengar orang matang wehh nk pnggil akak
0	this is the valid reason why im fat weh kesi orang tua hati habis makan selagi b
1	kali ada kali banget kakak terhura
-1	ya ngawasin
0	mu belanja callamary balesannya ya minggu balas balas
1	cinta orang tegur orang puji rana orang tegur lama
0	wanita malang dunia wanita salah pilih suami isteri cermin suami cantik suami cant
-1	faham lelaki suka perempuan pakai makeup
0	kaum miskin sedekah
0	kembali energi ritual lakukanendiri rumah
1	kalo anggap sahabat marah apa benci
0	pori besar
0	amin ustazah pening kepala me takpelah awak tulis je awak laratampai suruh hantar buku tara
0	wuu abe abe nkgi shulat jumaat kertuu baju melayuu auwmm kak senar serabut penuh moto nih huhh
0	grammy museum behind thecene with bts album beli taensduga album eminem jin bts
1	nak berani takut benda kena takut allah je
1	rasa cerah
0	nak tegak kat please banding telco telco lamabb diora
1	hibur dendang sih ikan kalo talented huwaa
1	haha ketawa akak muka enggak sih
-1	bodo ah limit sensi gue undang ditungguin pokok ju
0	cari ana ana
-1	if you guys call no then salah masuk topup percaya this one scammer try hard cari sih
1	dewasa cinta biar kata amarahmu egois keras kepala lepas tubuhmuedangkan
-1	sungguh nak jaga je henti pura jaga paksa kau kau perl
-1	anak smk suka kesel sih kalo ejek otak cetek anak kadang adatuh anak sok die
0	sok roadblock tahan motor budak lelaki bawa makwe then suruh orang check lesen
0	salam dadak ubah puanass poll pikir ya uji
-1	kelas jack malas mati kantor
-1	deh sakit hati orang muka orang malas tengok
-1	duh seram
0	budak laki course metatistik him apebenda me bhg matematik him oh oklah
0	bayang telfonan hanbin malam ngantuk hanbin nyanyi lagu
-1	sih sapa bullshit
-1	ambyar
0	sakit rumah tbtb ditelp teman seko nada ceria kal rumah ya hah kapai
0	pb kak diskusi ayo dm
-1	nk cakap bodoh time math yew
-1	pantang tengok mak bodo n bodo anak misbehave kat public
-1	sorry turn off perempuan pegi clubbing niebab pergi kau bayang sempit sem
-1	kalo ibu omong malas anak malas dalem hati
1	malu ah tel wkwkwkwkwk
0	meh kenduri doa selamat kat bilik please
0	p laneige sleeping mask new kak pakai samsek jual bcs umur pakai prod
1	serah sampeyan bilang manut habib luthfi khryarif rahmat bendera dngn liwa
1	iya bal yaekalian mutualan yuk bal
1	iya iya brcanda wkwk
-1	ih jabar maksud
-1	assalam lelaki jalan jauhelekoh belok rujuk maps even pergiekali je
-1	bodola emma nak murung harini
-1	kangen nih retweet nya sayang
0	idm join barang official my kalo rep drop direp janji ya
-1	lahir bumi jaga hati pihakampai hati barai orang kesah hmm
0	sempena jumaat nak mintak sikit sumbang korang kemboja wang sumbang kayak
0	ermm chill ah nak offer kau lemak
-1	shit susah sial muka cina kat and just shoot me up with mandarin dayum boi
-1	je deh fed up fed up ah kisah sapa
-1	hah tuh cari enak kebon rumah rw ya digrebek
0	nak one day cakap cakap je nak beli cakap je nak pergi sayang
0	anak masuk lb pkul malam salin pkl petang anak tewas lastly lawan
1	butuh interaksi l l yuk line segitu yuk mutualan ku follow auto followback ok rt
0	coffee painting rt lukis muka korang charcoal pencil
1	suka lovitta amp aliqa
1	nama indonesia nama toleransi nama bhineka tunggal ika peti jenasah pendeta oma palese man
-1	ais batu je anjir
-1	stalk ya
1	senang kalo ajak
-1	takada susah
0	seru kaji paranormal kaji watson guardian pasal masuk nak beli sabun je
1	ya allah ya tuhan kau lindung bapa saat jauh
1	angeline miss katae mama dikit sinciaan kemarin me her juta katae menguc
-1	kaya untung give away hmm
0	p jual barang baran foto murah banget kaos kaki ribu pcs casenya kak shopee minat
-1	kawan kawan hisap rokok sayang korang henti ye guys kena
0	diorean update
1	mu gemas banget adminnya marah
-1	ggak butuh alesan bicara nyama
-1	kuat hantu kat rumah
-1	orang lantan but sometimes muak tweet be more specific mention orang better ca
1	ulang besok enip nya ikon ada pulsa kak orang
-1	jatuh pelaminanhujan
0	dara pergi kenduri kahwin lepas ramai orang lepas risau duduk htt
